Job Title,Median Salary Estimate,Job Description,Company Name,Location,Size,Type of ownership,Industry
"Data Analytics Analyst or Associate, Cowen Sustainable Investments",59500.0,"Cowen Investment Management is looking for a data analyst to join the Cowen Sustainable Investments team. The role will work closely with both the portfolio team and the technology team at Cowen.The strategy is focused on sustainable investing with an ESG (Environmental, Social and Governance) mandate.Responsibilities* Analyze structured and unstructured data, build valuation, risk management, capital structure arbitrage and other financial models.* Build and improve existing quantitative models that focus on statistics, machine learning and deep learning; including building, data gathering, data cleaning, and data analysis in both deal-specific and non-deal specific scenarios.* Design technology systems in MatLab/Python and build web user interface for a cross-asset class investment team.* Coordinate with technology group to incorporate quantitative models into web-based user interface.Requirements* An undergraduate or graduate program in a quantitative field such as Computer Science, Statistics, Engineering, Applied Mathematics, or Physics.* Strong analytical and programming skills with focus on machine learning* Applied experience in object-oriented programming, client/server programming and statistical analysis, specifically with javaScript, ASP.NET and preferably ReactJS, Matlab, Nuget/GIT, SVN.* Demonstrated ability to work cooperatively with team members* Ability to work independently in a fast-paced environment* An exceptional work ethic","Cowen Group, Inc.","New York, NY",1 to 50 employees,Unknown,-1
Technology Analyst | Data Management - Data Integration | Informatica,74000.0,"KAYGEN is an emerging leader in providing top talent for technology based staffing services. We specialize in providing high-volume contingent staffing, direct hire staffing and project based solutions to companies worldwide ranging from startups to Fortune 500 and Managed Service Providers (MSP) across a wide variety of industries

Job Description: Job Title Technology Analyst | Data Management - Data Integration | Informatica
Work Location & Reporting Address: Phoenix, AZ85054
Client Name: Client
Confidential 54.00
Contract duration 6
Target Start Date 01 Jun 2020
Does this position require Visa independent candidates only? No

Job Details:
Must Have Skills
Informatica
Database
Agile

Detailed Job Description
Hands on experience in Informatica power center, Talend At least 2 years of experience in delivering projects using Agile Methodologies and test Driven Development Deep understanding of all aspects of software design with a demonstrated track record of increasing responsibility Excellent oral and written communication skills

Minimum years of experience5+
Certifications Needed :No
Top 3 responsibilities you would expect the Subcon to shoulder and execute Informatica coding coordination Agile
Interview Process (Is face to face required?) No

At KAYGEN, we are always looking for dynamic, talented and experienced individuals. We invite you to join our team of talented IT professionals, consulting at client locations across the globe. Our culture is team-orientated; we strive to stand by our core values of respect, honesty and integrity. Our team of experienced staffing experts will work with you to find you the best opportunity. For more information please visit us at www.kaygen.com.","Kaygen Inc.
3.9","Phoenix, AZ",1 to 50 employees,Company - Private,Consulting
Data Analyst (Temporary Assignment),72000.0,"About Us

We’re a growing company. Everything we do, we do to help people grow. Our mission is to be a partner in progress on each unique journey to hair wellness. We provide personalized, natural solutions for healthy hair growth and connect people with doctors who care about hair. We challenge existing treatments and methodologies to continue to advance the frontier of hair science. As we help our customers grow, we grow too- through diversity & inclusion, teamwork & collaboration, and through empowering ourselves and others with our passion for wellness and innovation.

#KeepGrowing. It’s our mantra- a voice of encouragement for hair and humanity, motivating people to grow in the best ways possible: personally, spiritually, and exceptionally.

About You

We are open to remote applicants on the East Coast.

**This will be a short time assignment**
You will help Nutrafol make informed data-driven decisions, and support our leadership team with critical insights into the business. You are incredibly detail oriented, and enjoy the deep dive into the data and love the nuances, and have the ability to connect dots across multiple views of the business. We are looking for somebody who is passionate about finding answers and solving problems, but wants to have fun doing it! This role requires someone comfortable questioning conclusions and challenging assumptions while backing up their arguments with a strong case and evidence.

Responsibilities:
Run ad hoc data queries in response to leadership requests.
Investigate data discrepancies and help us explain any potential gaps in various reporting methods.
Assist with validation of new reporting and data analysis.
Assist with creation of new reports and queries to provide new insights for the business.
Assist finance and operations teams with manual reporting on an ongoing basis to optimize the business.
Requirements:
3-5 years of experience in a relevant role.
Expert level in SQL and pulling data out of multiple systems.
Expert in excel, and ability to analyze, pivot and graph complex datasets.
Expert in Snowflake or other similar data warehouse technology.
Expert or some experience with Tableau nice to have.
Basic to mid level understanding of business and financial concepts including revenue calculations, retention models, etc.
Ability to take csv, tsv and xls exports of data and load them up for ad hoc querying in different methods.
Incredibly strong analytical and investigative abilities to dig through data in pursuit of answers or insights.
Ability to respond quickly to ad hoc requests and manage time effectively.
Company Perks:
Great medical, dental and vision package.
Competitive salary.
401K with 50% match.
Flexible PTO.
Fitness reimbursement program.
Quarterly social events.
Vibrant start-up culture.
Free Nutrafol Membership and access to in-house Naturopathic Doctors.
Other perks that support working remotely.","Nutrafol
3.8","New York, NY",51 to 200 employees,Other Organization,"Health, Beauty, & Fitness"
Data Analyst,99000.0,"Job Description
Summary

Our client is looking for self-motivated Data Analysts who will extensively work with PMs, Data Scientists and Engineers to take Client into the future

Roles & Responsibilities
Analyze, document, and design - data, data quality rules, and data quality tests to be landed and executed.
Create resilient, and sustainable and data analysis and data quality rules.
Be a product-oriented data analyst creating and experimenting with new ideas that will engage and excite our customers
Minimum Qualifications
Bachelor's degree in Computer Science or related technical field. MS/PhD would be a strong plus.
3+ years experience in Data Design, Dimensional Modelling, Teradata, HiveQL, Hadoop HDFS, Confluence, Jira.
Strong understanding of data design techniques and principles- Strong leadership and communication skills
Must be able to work effectively both on teams as well as be self-motivated, task oriented and organized.
Strong customer focus and obsession with quality
Ability to work in a fast-paced and agile development environment",Koger LLC,"San Mateo, CA",1 to 50 employees,Company - Private,-1
Data Engineer/Database Analyst/Data Analyst,68500.0,"Company Description

Fortune 500 Company

Job Description

DATA ENGINEER

Data Engineer Responsibilities
• Design, construct, install, test and maintain data management systems.
• Build high-performance algorithms, models, and prototypes.
• Ensure that all systems meet the business/company requirements as well as industry practices.
• Integrate up-and-coming data management and software engineering technologies into existing data structures.
• Develop set processes for data mining, data modeling, and data production.
• Create custom software components and analytics applications.
• Research new uses for existing data.
• Employ an array of technological languages and tools to connect systems together.
• Collaborate with members of your team (eg, data architects, the IT team, data scientists) on the project’s goals.
• Install/update disaster recovery procedures.
• Recommend different ways to constantly improve data reliability and quality.

Qualifications

Data Engineer Requirements:
• Bachelor’s degree in computer science, software/computer engineering, applied mathematics, or physics statistics.
• Experience in a related field with real-world skills and testimonials from former employees.
• Possible work experience and proof of technical expertise.
• Intellectual curiosity to find new and unusual ways of how to solve data management issues.
• Ability to approach data organization challenges while keeping an eye on what’s important.

Additional Information

All your information will be kept confidential according to EEO guidelines.","Infotree Service Inc
3.7","Chandler, AZ",51 to 200 employees,Company - Private,Advertising & Marketing
Data Manager - Bioinformatics Analyst (Naval Health Center),99000.0,"Location: USA CA San DiegoFull Part/Time: Full timeJob Req: RQ55868Type of Requisition:RegularClearance Level Must Currently Possess:NoneClearance Level Must Be Able to Obtain:NoneSuitability:No Suitability RequiredPublic Trust/Other Required:NACLC (T3)Job Family:Data AnalysisJob Description:GDIT is seeking a Data Manager - Bioinformatics Analyst in support of the Naval Health Research Center (NHRC) Infectious Disease Field Surveillance and Laboratory Research Services. As the Navy hub for the Armed Forces Health Surveillance Center the NHRC Operational Infectious Diseases Directorate conducts on-going, laboratory-based surveillance of US military populations in unique environments to quantify and study the etiology of infectious illnesses. This position will provide support services for operational infectious disease surveillance, accredited clinical laboratory testing, diagnostic evaluations, clinical research support and scientific research services.RESPONSIBILITIES:* The Bioinformatics Analyst is responsible for providing collaborative bioinformatics support to the investigators at the Naval Health Research Center (NHRC). He/She is responsible for:* Support to NHRC's COVID-19 surveillance efforts via the analysis of complex data sets.* Analysis and interpretation of high-throughput biomedical data generated by diverse platforms with emphasis on next-generation sequencing* Contribute to a team effort in designing, developing and deploying robust workflows, as well as custom scripts, to support the analysis of high-throughput data* Responsible for the organization and management of large genomic datasets, and the integration of data from multiple sources* Mining publicly available biological data to generate novel hypotheses or insights* Presenting analysis results, in a clear and concise manner, to an audience not familiar with bioinformaticsREQUIRED QUALIFICATIONS:* Bachelors Degree in biomedical science/bioinformatics/math/statistics/computer-related field* 2 years related experience* Experience with bioinformatics tools and databases* Experience managing large genomic data sets including integration with data available from public sources* Proficiency in at least two of the following programming languages: Perl, Python, R, Java and C/C++* Record of scientific achievements including journal publications or presentations* Must be a US citizen with the ability to obtain a favorable NACLC T3 security investigation prior to start date.Expected Competencies:* Experience in analysis of next generation sequencing (NGS) data (including quality metrics, mapping, variant calling, quantitation of gene expression and biological interpretation)* Experience in analysis of large genomic data sets including integration with data available from multiple sources* Hands-on experience in data processing and analyzing sequencing and expression and other array data including quality and biological assessment are also essential* Ability to understand and analyze data from complex experimental designs* Experience in at least two of the following areas: metagenomics, ChIPSeq, RNASeq, ExomeSeq, DHS-Seq, microarray analysis* Familiarity with public databases: NCBI, Ensembl, TCGA, cBioPortal, Broad FireHose#MilitaryHealthGDITJobsScheduled Weekly Hours:40Travel Required:NoneT elecommuting Options:Telecommuting Not AllowedWork Location:USA CA San DiegoAdditional Work Locations:We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done. \n\nGDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.","General Dynamics
3.5","San Diego, CA",10000+ employees,Company - Public,Aerospace & Defense
BI Data Analyst,64500.0,"Sr. BI Analytics Consultant
Are you looking to make a difference in a patient's life? At ***, you will find an innovative culture that is patient focused and dedicated to making a difference. As an organization, we are united in our responsibility to create healthier futures.

What you will be doing
The Sr. BI Analytics Consultant brings meaning and insights to data - helping customers better serve patients and improve health outcomes. Do you solve business problems using data analytics? Can you use data to help others understand what is really happening? Can you represent data in an impactful way that leads to better business decision-making?

As part of our business analytics team, you will combine knowledge of our business data with your comprehensive analytics skills to deliver program insights to our clients. You will also partner with internal business leaders to showcase the value of our services through impactful visualizations and story-telling with data.

Primary Responsibilities
Partner with customers and internal teams to create a compelling analytics strategy for clients, encompassing advanced analytics, actionable insights, and reporting solutions to support defined strategy
Leverage data that tell the story of current performance and highlight opportunities for improvement. Consult with clients and internal stakeholders to help them interpret our data and assist in addressing business challenges thru data analytics.
Support client data and reporting needs by capturing requirements, coordinating work requests, and communicating progress directly with stakeholders.
Represent our client's strategic needs by influencing data analytics approach and new product development.
Prepare and deliver analytics presentations that showcase the value of our patient services.

What your background should look like
Four-year Bachelors' degree program, preferably with an emphasis in mathematics, statistics, or data and analytics. Advanced degree or certification in analytics or statistics is a plus.
2+ years' experience analyzing data using business intelligence software, such as PowerBI, Qlik, Tableau.
5+ years' experience working directing directly with customers, ideally in a data analytics role.
Demonstrated experience in preparation and delivery of presentations to corporate executives.
Organized and demonstrated experience in partnering with multiple teams and stakeholders
Demonstrated effectiveness in partnering with leaders while able to work independently to deliver solution.
Critical thinking and problem-solving ability.
Excellent verbal and written communication skills.

Nesco Resource is an equal employment opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, or veteran status, or any other legally protected characteristics with respect to employment opportunities.","Nesco Resource, LLC
2.9","Fort Mill, SC",1001 to 5000 employees,Company - Private,Staffing & Outsourcing
Data Engineer/Data Analyst (REMOTE/Eventually Onsite),36500.0,"Idexcelrsquos client is looking for Data EngineerAnalyst to join their team on a Contract to hire basis. Below is the job Description Job Title Data EngineerAnalyst Location Salt Lake City, UT (REMOTE Till COVID-19) Duration Long Term Job Discription The Senior Data Analyst will work with partners from all business units and other partners to define and detail data reporting requirements for UID initiative. The Analyst evaluates and validates new and existing functions, identifies and analyzes end-user issues and provides support through standardized processes, tools, workflow analysis and testing to ensure end-user requirements are fulfilled. This is a data engineering role that must have AWS experience - AWS Certification are highly preferable Data development with experience in Python (Pyspark, Scikit, Numpy, pandas), Hadoop etc. too. 5+ years of associated work experience Significant professional experience with SQL, Databases, Data Warehouses BI systems Knowledge of big data and analytical technologies Knowledge of Cloud Architecture and services Detailed analytical abilities Written and verbal communication, preferably with technical writing skills Yoursquore advanced working SQL knowledge and experience working with relational databases and data warehouses Your knowledge of Data Lake and Big Data Architectures Yoursquore advanced working experience in data analysis, requirement analysis, test case development and technical specifications development Your experience with data normalization and de-normalization techniques Your background building processes supporting data transformation, data structures, metadata, dependency and workload management. Your background supporting and working with multi-functional teams in a dynamic environment. Your solid data management and interpersonal skills Note You can also share your resume directly to praveenlal.kidexcel.com About IDEXCEL, INC Idexcel is a global staffing and IT services organization, with a mission to bring great people and great organizations together. Our diverse client base represents a wide range of industries, including technology, telecom, insurance, healthcare, manufacturing, banking financial services, food commodities trading and federal organizations. Our teams of experienced recruiters directly work with client companies seeking exceptional people to help with their business initiatives. Idexcel, Inc. is an Equal Opportunity Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, disability, military status, national origin or any other characteristic protected under federal, state, or applicable local law.","Idexcel Inc.
4.1","Salt Lake City, UT",501 to 1000 employees,Company - Private,IT Services
Data Analyst/Project Manager,87000.0,"*Overview**
The Data Analyst is a part of the Risk and Regulatory Applications group within JRI-A. This individual is responsible for managing IT projects, and providing specifications, configurations, test plans and test scripts for complex technology initiatives. This role participates in the design, build and implementation of Risk and Regulatory Reporting platforms in collaboration with technical development teams. Also coordinates work efforts to address functionality enhancements, application updates and application performance issues. Provides technical knowledge and expertise when developing solutions to meet complex business requirements. Reports to the Head of Risk Management and Regulatory Reporting Applications. Has no direct/indirect reports.

JRI America, Inc., (""JRI-A""), is a subsidiary of the Japanese IT financial services company, Japan Research Institute Ltd (""JRI""), which is the specialist IT subsidiary of Sumitomo Mitsui Financial Group (""SMFG""). SMFG which owns Japan's second-largest bank, Sumitomo Mitsui Banking Corporation (""SMBC"") by asset size and a Fortune Global 200 company offers a broad range of financial services, primarily banking-related. The group is also engaged in leasing, securities, credit cards, mortgage securitization, venture capital and other credit related businesses and employs over 60,000 people worldwide and has a stated strategic objective of further global expansion. JRI-A provides information technology services in the Western Hemisphere (including the Americas, Europe, Middle East and Africa) that support the Group's operations.
*Responsibilities**
+ Completes projects or assigned tasks in accordance with defined project management methodology.

+ Designs and implements regulatory reporting projects and data interfaces.

+ Works with business leaders to write and obtain approval for business requirements documents (BRDs) and project requirements document as needed.

+ Prepares detailed specifications from which programs are developed and coded.

+ Ensures programs meet standards and technical specifications, performs technical analysis and component delivery.

+ Collaborates with functional teams (e.g. Application Architecture and Information Security) to understand how changes affect current and future applications/systems/functions; ensures effective implementation and communication of those changes throughout the project lifecycle.

+ Performs impact analyses to identify the impacted areas and develops the required tests/tests sets for the required build; ensures policies and procedures are followed for testing new technology.

+ Provides strong vendor management by coordinating initial contracts, resolving issues, maintaining communication, accountability and financial discipline.

+ Research various data sources to identify required data for Regulatory Reporting requirements.

+ Ability to gain buy in and support of stakeholders on data requirements for regulatory reporting.

+ Knowledge and proficiency in BHC/IHC regulatory reporting, in particular, FRY 15.

+ Demonstrated experience designing PL SQL/ETL and integration to reporting platforms.

+ Formal project management expertise and knowledge of project management methodology/SDLC/PLC/Agile processes in IT financial services environments.

+ Expert understanding of data quality and data lineage.

+ Detailed, thorough, diligent individual with robust data analysis, customer service and time management skills.

+ Excellent verbal, written and interpersonal communications skills.

+ Highly collaborative with ability to work in a culturally diverse and team oriented environment.

+ Understanding of financial products including loans, leases, collateral, derivatives.

+ Understanding of banking including payments, direct deposits. etc..
*Qualifications**
+ 6 + years' experience at a financial institution working in Capital Markets and working on IHC/BHC formation projects.

+ BA / BS in Computer Science or Finance or comparable discipline required. Preferred: MA / MS / MBA.

+ Software Systems / Programming Languages.

+ PL SQL and/or T SQL development.

+ Familiarity with IBM Datastage, Familiarity with IBM Infosphere Information Analyzer, and Governance Catalogue.

\#LI-CG1
*Job Locations** _US-NJ-Jersey City_
*Posting Date** _5 months ago_ _(12/13/2019 1:51 PM)_
*_Career Category_** _Information Technology_
*_Position ID_** _2019 - 0933_
*_Corporate Title_** _VP_
*_Type_** _Fulltime-Regular_
_SMBC is an EO employer - M/F/Veteran/Disability_","SMBC
3.0","Jersey City, NJ",Unknown,Company - Public,-1
"Analyst, Data & Design",41500.0,"Description

MAJOR RESPONSIBILITIES:
Develop and implement system for gathering data related to federal reporting requirements on teacher performance, certification status, and experience
Support efforts to ensure data quality and integrity throughout the department through the application of data governance best practices
Analyze data to inform efforts to ensure equitable access to quality instruction at scale
Build and maintain systems and databases for delivering services to requestors and tracking progress toward departmental goals
Develop data reports, presentations, and analyses for the Board of Trustees, public stakeholders, and HCM executive leadership team
Regularly support Special Projects Coordinator with extraction, preparation and screening of data and reports, particularly in high-demand periods
Design custom technical solutions for internal stakeholders to support data-driven decision-making
Gather, audit, report, and analyze data for staffing teams to inform future decisions and practices
Proactively identify gaps and knowledge to determine systematic methods for gathering and reporting data
Determine strategies for managing data to be best used for future analysis
Modify existing systems and processes as needed; design, organize and provide ongoing development to achieve established goals
Provide support and training to staffing team to efficiently clean and manage data
Serve as a thought partner with staffing to identify process improvement gaps
Identify needs and compile Standard Operating Procedure (SOP) documents as needed
Manage special projects when necessary and measure their effectiveness when applicable
Demonstrate sufficient business knowledge and consult with other departments to provide timely feedback and solutions
Remain current on all general knowledge information regarding staffing services to inform work
Perform all other tasks and duties as assigned
Qualifications
Bachelor's Degree from an accredited university
Moderate to advanced knowledge of the following systems:
Excel, Google Sheets, Oracle Taleo (OTAC or similar cloud-based applicant tracking system)
Experience with statistics and data governance preferred
Experience with analytic applications preferred (R, Stata, SPSS, etc.)
Ability to apply self-directed learning to develop and implement necessarily skills in the role
Ability to multitask with multiple data sources
Strong organizational skills
Strong communication (verbal & written)
Strong attention to detail and accuracy
Strong problem-solving skills
Ability to think strategically/tactically and perceive organizational implications of recommendations and decisions
Self-starter and able to work without close supervision
Ability to quickly develop new technical systems
Willingness to work beyond the confines of the job description to contribute to a powerful team committed to educational equity and student achievement","Dallas ISD
3.3","Dallas, TX",10000+ employees,School / School District,Preschool & Child Care
Data Analyst,33500.0,"Data Analyst (Internal Systems)
Location - Houston, TX
Type - Regular, full time
Pay Rate - Commensurate with experience
Travel - Periodic local and overnight travel
About cPanel

With over two decades of growth and experience under our belts, cPanel knows our industry, and we're looking for more people who are spirited, intelligent, friendly, and innovative to help us create more amazing things. We are a tight-knit team that constantly encourages and challenges each other, and above all of that, we sincerely believe in the value of the work that we do.

Because cPanel management cares deeply about helping our employees thrive we offer:
A workplace committed to the cPanel's core values of Integrity, Respect, Collaboration, and Follow-Through
Robust development teams that are practicing Agile Scrum and have everything you need to take a project from start to finish: Product Owners, Scrum Masters, Developers, QA, and Documentation writers all working with the same end goal.
A mid-sized company where your success will have a real impact on the company's success
Free catered onsite lunch every day, snacks, a gym, a flexible work schedule, and all the caffeine you can handle.
A dog-friendly office
Investments in our people by providing professional training, lunch and learns, conferences, and college reimbursement
1st-class work environment utilizing a pod concept: each team has a centralized collaboration area surrounded by a private office for each team member.
Fantastic coworkers who are passionate about creating great software.
An open-door policy to come by and talk about professional topics or just chit chat while you work through an issue.
About the role:

The Data Scientist is innovative, experienced, and highly trained; passionate about moving our company to the next level of being data-driven and advancing our purpose. The Data Scientist will drive internal data analytics projects serving all areas of the company.

The Mission (what you'll be responsible for): The Tools (what knowledge, skills, abilities, and experiences we're looking for)
Utilize reporting/analytics to assist teams in building alternative business models and projections
Identify trends and correlation between business actions and business performance on different customer segments
Understand business context, identify critical business problems, and translate them into actionable information for stakeholders.
Provide customer insights to drive changes across Marketing, Product and various teams and ultimately to improve customer value and key business metrics
Identify business opportunities, conduct financial/ROI assessment and develop projection metrics for sales and opportunities
Work with Marketing research and UX team to understand customer segments and their needs, profile our customer base and monitor the base composition change
Analyze fraud data and make recommendations that decreases fraud/abuse
Create & maintain dashboards with a variety of internal/external data sources
Adhere to the policies and procedures of the company
Exemplify the Core Values of Integrity, Respect, Collaboration and Follow-through
Eligibility Requirements
Advanced knowledge of SQL syntax and usage
Advanced knowledge of relational database design
Strong knowledge of report generation tools such as Jasper, Crystal Reports, or similar
Familiarity with Perl including database-driven web development
Familiarity with web development technologies including JavaScript, Ajax, and jQuery
Familiarity with Linux and underlying components
Education/Experience - Bachelor of Science in Computer Science required or equivalent experience
Four plus years of experience working with SQL and Relational Databases
Two plus years of experience working with report generation tools.
Two plus years experience in relevant business domains, including business intelligence tools, techniques and technology or experience in analytics, business analysis or comparable analytics solutions
At least one year of Perl development experience
In return for all the above, we offer the following:
Competitive Salary
Full Health, Vision, and Dental coverage
Flexible Spending Account
Free on-site lunch
Paid Vacation
Tuition Reimbursement
Casual Working Environment
401K Matching
EEO Statement

At our company, we take great pride in our diverse and talented workforce. We recognize that our continued success as a company depends largely on the collective strengths of our employees.

cPanel provides equal employment opportunities to all employees and applicants without regard to race, color, religious creed, sex, national origin, ancestry, citizenship status, pregnancy, childbirth, physical disability, mental disability, age, military status or status as a Vietnam-era or special disabled veteran, marital status, registered domestic partner or civil union status, gender (including sex stereotyping and gender identity or expression), medical condition (including, but not limited to, cancer-related or HIV/AIDS-related) or sexual orientation in accordance with applicable federal, state and local law. This policy applies to all terms and conditions of employment, including, but not limited to hiring, placement, termination, layoff, recall, transfer, leaves of absence, compensation and training. Privacy is taken seriously at cPanel, Inc. Information submitted is kept internally and not shared with third parties.

If this description fits you, apply below. It's relatively easy and painless.","cPanel
3.9","Houston, TX",201 to 500 employees,Company - Private,Computer Hardware & Software
Junior Data Analyst,59000.0,"Job Description
Job description
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Work with management to prioritize business and information needs
Requirements
Proven work experience as a data analyst or business data analyst
Technical expertise regarding data models, database design development, data mining, and segmentation techniques
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL, etc), programming (XML, Javascript, or ETL frameworks)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS, etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
Master's in Computer Science or Engineering Management or Project Management or Information Systems/Technology (Preferred)
Powered by JazzHR

uGS7Cx3dmy","Staffigo Technical Services, LLC
5.0","Austin, TX",51 to 200 employees,Company - Private,IT Services
Sr Data Management Analyst,68000.0,"Job Description:

At EmployBridge, we are seeking a Senior Data Analyst to support the design, development, integration and implementation of an analytic environment. Your talents, perspectives, and efforts will contribute directly to the production of valuable intelligence to facilitate positive change across the company. This position is for people who looking for exciting, fast-paced, and dynamically evolving data and analytics field, including data warehousing, reporting/dashboarding, machine learning and emerging technologies. Senior Data Analysts are obsessed with getting their hands on data from across the enterprise and providing intuitive analysis and visualizations that will be used to solve business problems by enabling data-driven decision-making. This role works both independently and with a dedicated team.

Responsibilities:
Drive an understanding and adherence to the principles of data quality management including metadata, lineage, and business definitions
Work collaboratively with appropriate teams to manage security and data access governance
Build well-managed data solutions, tools, and capabilities to enable self-service frameworks for data consumers
Partner with the business to translate the business needs to design and develop tools, techniques, metrics, and dashboards for insights and data visualization
Understand, facilitate, and influence data domain processes.
Recommend improvements to data architectures to maximize business capabilities
Partner with Data Engineering to create dimensional models for data warehousing and provide data for dashboards and reporting
Work collaboratively with others within and outside of his or her function to achieve goals, improve processes, and optimize system design
Curate a large body of reports in internal reporting application, designing new SQL queries per business requirements and updating existing reports
Collaborate with stakeholders such as business leaders, project leads to gather data requirements and deliver projects on time
Very strong in SQL, writing complex queries for reporting and maintaining database objects
Experience in Python, R or other scripting languages
Advanced knowledge of data architecture patterns for data warehousing, and familiarity with data modeling for applications
Leverage Data Mining techniques to find key business insights
Collaborate with Product Managers to explore new product ideas or enhancements
Build reporting to measure progress in key initiatives
Have team first mentality by demonstrating personal commitment to the team by being cooperative, collaborative, and flexible
Qualifications, Education and Experience:
Bachelor of Science in Computer Science or technical equivalent; Master’s preferred
Knowledge of industry leading data management practices
Basic knowledge of cloud platforms such as Azure, AWS
4+ years using modern BI tools (Power BI, Tableau, Qlik, MicroStrategy)
Experience with ETL/ELT tools (Informatica, Talend)
Experience with modern, various databases& data store tools (Oracle, Microsoft SQL Server, DB2, Redshift, RDS, DocumentDB, S3)
Experience with database administration and data warehousing
Experience with leveraging data governance frameworks and establishing methodologies
Experience in related data applications and tools such as SAS, Informatica
High degree of initiative and capacity to lead multiple priorities of significant scope in a fast-paced environment
Knowledge of data architecture and technology solutions
Job Skills:
Proficient in SQL, Oracle, and/or Microsoft SQL Server
Familiar with UNIX/LINUX shell scripting
Strong skills with DAX and MDX in support of business solutions
Hands-on experience with leading analytic tools and methods
Experience in developing data pipelines and familiar with Cloud technologies
Experience and familiarity with statistical techniques and models
Strong experience with data modeling, data lineage, data warehousing and data marts
Proficient personal organization, productivity, and time management skills
Demonstrable confidence and enthusiasm about technology, innovation and problem solving
Strong team player and mindset
Desire to acquire and share new knowledge, skills, and abilities
Who are we?

At EmployBridge, we are America's Workforce Specialists. We're the largest light industrial staffing company in the United States and a preeminent resource for professional staffing. We offer local expertise and service through our nearly 600 branches and provide a full range of employment solutions to companies nationwide!

EmployBridge/Select Staffing is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics.","Employbridge
3.5","Irving, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing
Product Data Business Analyst,56000.0,"Job Description:

We realize that our greatest assets are our best-in-class associates, which is why we're dedicated to offering limitless opportunities for growth and advancement. We want to help you build a long-lasting career with Ferguson. Together, we can continue to lead the industry and help build our nation's infrastructure from the ground up. Join our team today.

Ferguson is currently seeking the right individual to fill an immediate need for a Product Data Business Analyst.

Responsibilities
Interpret business driven needs to develop, publish, and schedule interactive Power BI reports and dashboards.
Utilize Power BI and / or other reporting packages as catalysts for analytics and the understanding of trends.
Transform existing static data sources into interactive reports and dashboards.
Participate in business analysis activities to gather process improvement tool, report, and dashboard requirements.
Analyze data to identify patterns and trends, identify opportunities for process optimization and present findings to the Enterprise Product Data teams.
Able to diagnose report issues and performance tune reports and dashboards
Bridge the gap aligning various EPDT business teams through technological support and recommending technical solutions.
Recommend, design, develop, test, implement and maintain solutions that streamline repetitive processes and improve efficiencies such as automated reporting, Excel Tools, etc.
Maintain complete documentation and instructions for all the features of reports, tools and templates.
Qualifications
Beginner to Intermediate understanding of SQL, Java and Visual Basic.
Intermediate understanding of DAX a plus
1 year developing Power BI reports, dashboards, KPIs, and scorecards.
Experience in requirement analysis, design, and prototyping
Strong organizational skills required
Team oriented with an ability to also work independently, with minimal guidance
Strong attention to detail
Must be self-motivated
Professional written and oral communication skills
Able to adjust to shifting priorities quickly while remaining productive and delivering results
Benefits

Ferguson is dedicated to providing meaningful benefits programs and products to our associates and their families-geared toward benefits, wellness, financial protection and retirement savings. Ferguson offers a competitive benefits package which includes: medical, dental, vision, retirement savings with company match, paid leave (vacation, sick, personal and holiday), employee assistance programs, associate discounts, community involvement opportunities and much more!

-

The Company is an equal opportunity employer as well as a government contractor that shall abide by the requirements of 41 CFR 60-300.5(a), which prohibits discrimination against qualified protected Veterans and the requirements of 41 CFR 60-741.5(A), which prohibits discrimination against qualified individuals on the basis of disability.",Ferguson Experienced,"Newport News, VA",-1,-1,-1
